content,url,title,subtitle
"<meta name=""DESCRIPTION"" content=""New Features Introduced to WildCard SSL Certificates to Give Customers Better Value and Secure an Entire Domain with One Cert."">",<h1>New Wildcard SSL Certificates with Revolutionary Features</h1>,https://www.digicert.com/news/2010-9-1-new-wildcard-features.htm,<title>DigiCert Press Release :: DigiCert Introduces New Wildcard Features</title>,"<p>
			LINDON, UT (September 1, 2010) - DigiCert, Inc., a leading provider of Authentication &amp; Encryption services, 
			today announced new features now available in 
			<a href=""https://www.digicert.com/wildcard-ssl-certificates.htm"">Wildcard Plus SSL certificates</a>.
		</p>,<p>
			<a href=""https://www.digicert.com/ssl-certificate.htm"">SSL certificates</a> encrypt the transfer of sensitive information online. From online shopping to secure email messages or even private health records, 
			SSL certificates have a wide variety of applications in every industry.
		</p>,<p>			
			DigiCert Wildcard Plus certificates can secure any subdomain using subject alternative names (SANs). A traditional wildcard certificate for 
			*.example.com will only secure a first-level subdomain of example.com such as mail.example.com. DigiCert's Wildcard Plus certificate uses SANs 
			to secure any subdomain of example.com, including multi-level subdomains such as mail.internal.example.com. With this new feature, all subdomains 
			can be secured with a single Wildcard Plus certificate from DigiCert. The base domain itself, example.com, is automatically included as a SAN in 
			every Wildcard Plus certificate as well, which increases compatibility and protects example.com with or without the ""www.""
		</p>,<p>	
			With the use of SANs, Wildcard Plus certificates also resolve the issue that some mobile devices have with the asterisk (*) syntax. 
			Since mobile devices support SANs, Wildcard Plus certificates enable them to accept the specific host name without the need to purchase a separate SSL certificate.
		</p>,<p>			
			Additionally, with DigiCert's Unlimited Server License, Wildcard Plus certificates give more freedom to use certificates anywhere without extra license fees. 
			The certificate can be put on any server and any platform using the Duplicates feature through the DigiCert account interface and customers are able to issue
			as many certificates as needed for as many subdomains as needed.
		</p>,<p>			
			DigiCert Wildcard Plus SSL certificates are available with various licensing options. DigiCert strives to provide the best value and support possible. For any questions regarding this new product or any DigiCert SSL certificates, please contact our support team by phone toll free at 1-800-896-7973 or by email at support@digicert.com. 
		</p>,<p>
			PRESS CONTACT<br>Trina Hsieh<br>DigiCert, Inc.<br>(801) 701-9662<br>pr@digicert.com
		</p>,<p><a href=""https://www.digicert.com/news/pr.htm"">Return to PR Archive</a></p>,<p><a href=""https://www.digicert.com/newsroom.htm"">Return to Main News Page</a></p>","<h2>DigiCert, Inc. increases flexibility and accessibility of Wildcard SSL certificates with the use of Subject Alternative Names (SANs)</h2>"
"<meta name=""DESCRIPTION"" content=""DigiCert is now the third largest provider of high-assurance SSL certificates in the world."">",<h1>DigiCert Awarded Fastest-Growing Company for Third Year</h1>,https://www.digicert.com/news/2011-04-20-uv50-awards.htm,<title>Press Release: DigiCert Receives Award for Fastest-Growing Company</title>,"<p>			
			LINDON, UT (April 21, 2011) — DigiCert, Inc. is honored to be named as one of Utah Valley’s fastest-growing companies by Utah Valley BusinessQ Magazine for the third
			year running. DigiCert provides Authentication and Encryption services to create secure connections for websites and is based out of Lindon, Utah. 
		</p>,<p>
			Despite the economic climate of recent years, DigiCert has enjoyed tremendous growth. In just the past three years, revenue has grown 146 percent and the number of employees 
			has nearly doubled. “With incredible growth comes the need to expand the team in order to maintain operational excellence,” says Ken Bretschneider, CEO. “Doing so while protecting 
			our unique approach to business philosophy, all in the face of a steep industry learning curve, remains a challenge we have historically met and are continually committed to meeting.”
		</p>,<p>
		DigiCert is now the third largest provider of <a href=""https://www.digicert.com/"">high-assurance SSL certificates</a> in the world. To maintain and continually improve our position in the SSL industry, “we work on 
			identifying the pain that customers experience and focus efforts on solving that pain better than anyone else in the market,” says Bretschneider. Our award-winning support team 
			is available live by phone, chat, or email 24 hours most days. 

		</p>,<p>
			For questions about SSL certificates, please send an email to support@digicert.com or call toll free to 1-800-896-7973.
		</p>,<p><a href=""https://www.digicert.com/news/pr.htm"">Return to PR Archive</a></p>,<p><a href=""https://www.digicert.com/newsroom.htm"">Return to Main News Page</a></p>","<h2>DigiCert, Inc. ranks among the fastest-growing companies in UV50 Awards.</h2>"
"<meta name=""DESCRIPTION"" content=""DigiCert, expanding in their role as a full-service certificate authority, has again expanded their product offerings to include code signing certificates."">",<h1>DigiCert Code Signing Certificates Now Available</h1>,https://www.digicert.com/news/2011-02-24-code-signing-certificates.htm,<title>DigiCert Press Releases :: Code Signing Certificates Now Available</title>,"<p>			
			LINDON, UT (February 24, 2011) — DigiCert, Inc., a leading provider of Authentication &amp; Encryption services, announces the official release of 
			<a href=""https://www.digicert.com/code-signing/"">code signing certificates</a>.
			These certificates can be used to authenticate software and application publishers as trusted individuals and organizations as well as protect end users from running altered 
			or modified program code.
		</p>,<p>
			“DigiCert’s code signing certificates validate our organization’s solutions to customers, which is extremely important for us,” says Brian Walter, Director of Information 
			Technology and Product Operations at iovation. iovation provides solutions that help companies identify trustworthy site visitors to reduce online fraud. Their solutions
			determine the risk level of online transactions by checking against the largest database of devices that have been used to access the Internet. 
		</p>,<p>
			“As a provider of online fraud protection solutions, our customers need to know they can trust us and our products. Using DigiCert’s code signing certificates provides our 
			customers with that security which helps to protect our relationships with them,” Walter said.
		</p>,<p>
			When users install programs on their computers, they are often asked if they trust the publisher before proceeding. If the publisher has a code signing certificate, their 
			validated organization name will be displayed instead of an unknown or untrusted source. Code signing certificates can be used to digitally sign any program code, distributed 
			online or via a physical disk, and validate the provider as a trusted and legitimate entity.
		</p>,<p>
			DigiCert code signing certificates are compatible with Microsoft, Java, Apple, and Adobe applications with prices starting as low as $178 per year.
			<a href=""https://www.digicert.com/code-signing/support.htm"">Code signing certificate support</a> 
			is available for all four applications. 
		</p>,<p>
			For questions regarding code signing certificates or any of DigiCert’s products, please contact our support team by phone at 1-800-896-7973 or send an email to support@digicert.com.
		</p>,<p><a href=""https://www.digicert.com/news/pr.htm"">Return to PR Archive</a></p>,<p><a href=""https://www.digicert.com/newsroom.htm"">Return to Main News Page</a></p>","<h2>DigiCert, Inc. offers code signing certificates to digitally validate software or applications.</h2>"
"<meta name=""DESCRIPTION"" content=""Brenda Homer, CFO of DigiCert Inc, was recently named the Outstanding CFO of the Year by the Utah Technology Council."">",<h1>Brenda Homer named Outstanding CFO by UTC</h1>,https://www.digicert.com/news/2011-04-22-cfo-of-the-year.htm,<title>DigiCert Press Release: Brenda Homer named Outstanding CFO of the Year</title>,"<p>			
			LINDON, UT (April 21, 2011) — DigiCert, Inc. is proud to announce that DigiCert CFO, Brenda Homer, has been awarded the title of Outstanding CFO of the Year from 
			the Utah Technology Council (UTC).
		</p>,<p>
			DigiCert is a Lindon, Utah-based company and the third largest high-assurance SSL certificate provider in the world. As a provider of Authentication and Encryption 
			services, DigiCert creates secure connections for websites with many business, government, and education clients across the globe.
		</p>,<p>	
			Homer focuses on cutting costs while maximizing efficiency, all without affecting DigiCert’s award-winning customer service. She also leads by example by giving so 
			much of her own time to help improve her community through involvement in various service organizations. Homer was recently recognized at the UTC Annual Members’ 
			Meeting for her extraordinary leadership, outreach, and talent that earned her award.
		</p>,<p>	
			The UTC is a professional association that serves as a valuable business resource for life science and high-tech companies in Utah. One of the many resources 
			that the UTC provides are Peer-to-Peer (P2P) Forums, created with the intention of strengthening various industries by developing management talent found within 
			Utah. Homer is one of the chairs of the CFO P2P Forum and an avid supporter of the UTC.
		</p>,<p>
			For questions about SSL certificates, please send an email to support@digicert.com or call toll free to 1-800-896-7973.
		</p>,<p><a href=""https://www.digicert.com/news/pr.htm"">Return to PR Archive</a></p>,<p><a href=""https://www.digicert.com/newsroom.htm"">Return to Main News Page</a></p>",<h2>DigiCert CFO Awarded Outstanding CFO of the Year Title.</h2>
"<meta name=""DESCRIPTION"" content=""DigiCert hosted The Americas Grid Policy Management Authority (TAGPMA) for their 13th Face-to-Face Meeting at the DigiCert corporate offices in Lindon, UT."">",<h1>DigiCert Hosts 2011 TAGPMA Face-to-Face Meeting</h1>,https://www.digicert.com/news/2011-07-28-digicert-hosts-tagpma-meeting.htm,<title>DigiCert Press Releases :: DigiCert Hosts Annual TAGPMA Meeting</title>,"<p>			
			LINDON, UT (July 28, 2011) — On July 14–15, DigiCert, Inc., the fastest growing provider of high-assurance SSL Certificates, was host to The Americas Grid Policy Management Authority (TAGPMA) for their 13th annual Face-to-Face Meeting at the DigiCert offices in Lindon, UT.
		</p>,<p>TAGPMA is responsible for accreditation of grid authentication systems and authorities in North, Central,
			and South America. Grid computing entails the connection of CPUs via networks to create supercomputing
			capacity and grid authentication systems utilize certificates to identify and authorize users of these
			resources. The mission of TAGPMA is to foster trust relationships to help deploy grids around the world and
			to work with other regional grid PMA's to define authentication profiles and corresponding requirements.
		</p>,<p>
			""Hosting this event was a natural extension of DigiCert's goal of increasing online trust through strong authentication and encryption."" Travis Tidball, Vice President of Marketing for DigiCert continues, ""We're happy to help organizations like TAGPMA continue their important work.""
		</p>,<p>
			TAGPMA met for the bi-annual election of officers and for the review and update of membership status. Reports were also received from the Asia-Pacific Grid Policy Management Authority (APGridPMA) and European Policy Management Authority for Grid Authentication (EUGridPMA) Chairs, who were in attendance, regarding progress of accreditations in those regions. Additionally, the relationship between CA issuers and Registration Agents was discussed and standards for the remote management of private keys were proposed.
		</p>,<p>
			DigiCert is the third-largest provider of high-assurance SSL certificates in the world and a WebTrust Certified Certificate Authority. DigiCert provides digital certificates and authentication services that are utilized by over 40,000 organizations across the globe. 
		</p>,<p>
			About DigiCert, Inc.<br>
			DigiCert, Inc. is a WebTrust Certified Certificate Authority and a leading provider of enterprise authentication services and high-assurance digital certificates. Headquartered in Lindon, Utah, and trusted by government, education, and Fortune 500® organizations around the world, DigiCert is a member of the CA/Browser Forum, Anti-Phishing Working Group, the Online Trust Alliance, and the W3C Consortium. For the latest news and updates on DigiCert, see www.digicert.com or reference DigiCert on Facebook® and Twitter®.
		</p>,<p><a href=""https://www.digicert.com/news/pr.htm"">Return to PR Archive</a></p>,<p><a href=""https://www.digicert.com/newsroom.htm"">Return to Main News Page</a></p>","<h2>DigiCert, Inc. strengthens Authentication by hosting the 13th meeting of ""The America's Grid Policy Management Authority"" in Utah corporate offices.</h2>"
"<meta name=""DESCRIPTION"" content=""Flaws in TLSv1/SSLv3 have brought about potential vulnerabilities that can be patched easily on your server."">",<h1>Briefing on TLS Renego</h1>,https://www.digicert.com/news/2011-06-03-ssl-renego.htm,<title>Fixing TLS Renegotiation On Your Server | DigiCert.com</title>,"<p>			
			<strong>Introduction</strong>
		</p>,<p>
			A flaw in the design of the TLS v. 1/SSL v. 3 (TLS/SSL) handshake process was discovered in 2009, and RFC 5746 (Feb. 2010) was released to update the
			protocol specification.   Since then, most system manufacturers have released patches to fix this flaw.   <span>Still, as of June 2011 approximately half of 
			the systems using TLS/SSL on the Internet have not implemented the patches needed to close this security hole.</span>  This vulnerability affects the secure 
			transport of HTTP, IMAP, SMTP, and other protocols that rely on TLS/SSL.   Industry representatives and security researchers who have looked into the
			problem note that sites with the TLS patch may still be vulnerable to this attack, known as the TLS renegotiation  Man-In-The-Middle attack (TLS Renego MITM).
			DigiCert is taking a proactive approach to this problem by contacting its customers to advise them of this potential vulnerability in their systems.
			<span>At some point in the future, connectivity problems may occur because of server non-compliance with RFC 5746.</span>
		</p>,<p>
			In other words, when RFC 5746 is fully deployed browser clients will refuse to connect to unpatched servers. 
		</p>,<p>
			<strong>Background</strong>
		</p>,<p>
			TLS/SSL allows both servers and clients to initiate a refresh or complete renegotiation of the encryption parameters used for TLS/SSL connections. 
			This ability gives the communicating parties an abbreviated process to resume a previously existing TLS/SSL session, often with a more secure set of 
			cryptographic parameters.  However, the design of the initial handshake and the renegotiation process had a gap that could allow a third party to send a 
			“client hello” and splice content into a client’s TLS/SSL session and then intercept TLS/SSL communications between the server and the client.   
		</p>,<p>
			Just to provide you with a brief overview, the typical TLS/SSL handshake process involves the following: 
		</p>,<p>
				<i><b>client hello</b> (highest TLS/SSL version supported, random number, suggested ciphers, suggested compression methods and, if the client is 
				attempting renegotiation, previous session ID)<br>		
				<b>server hello</b> (TLS/SSL version, random number, cipher suite and compression chosen and, if server is attempting renegotiation, previous session ID)<br>
				<b>server sends TLS/SSL certificate</b><br>
				<b>server hello done</b>
			</i></p>,<p>			
				<b>client key exchange</b> (preMasterSecret exchange and MasterSecret calculation)<br>
				<b>client change cipher spec</b><br>
				<b>client finished</b> (hash and MAC of previous handshake messages)
			</p>,<p>
				<b>server change cipher spec</b><br>
				<b>server finished</b>
			</p>,<p>			
				<b>GET /secure HTTP/1.1\r\n...</b>
			</p>,<p>	
				(For more information, see <a href=""http://en.wikipedia.org/wiki/Transport_Layer_Security#Resumed_TLS_handshake"">Wikipedia's article on TLS handshakes</a>).
			</p>,<p>	
			Using the TLS Renego MITM vulnerability, an attacker can either form a TLS connection to the server first, before the client 
			(for example, on a compromised machine in response to the client’s attempt at connection) or can use session renegotiation to effectuate the attack. 
			Even mutual certificate-based client authentication connections are vulnerable to the TLS Renego MITM attack.  More details on how various attack scenarios
			play out are provided in <a href=""http://tools.ietf.org/html/rfc5746"">RFC 5746</a> and related discussions provided 
			<a href=""http://www.phonefactor.com/sslgapdocs/Renegotiating_TLS.pdf"">here</a>
			and <a href=""http://my.opera.com/securitygroup/blog/2010/01/23/alpha-testing-tls-renego-fix"">here</a>.  
		</p>,<p>
			<strong>Solution</strong>
		</p>,<p>
			The TLS/SSL specification in RFC 5746 applies to both full handshakes and session resumption handshakes.  
			Because pre-existing TLS/SSL specifications required systems to ignore a ClientHello extension if they did not understand it, 
			RFC 5746 specifies that the ClientHello either contain an empty  “renegotiation_info"" extension  or a Signaling Cipher Suite Value (SCSV) 
			as a pseudo cipher suite with the same semantics as an empty ""renegotiation_info"" extension.   When a client receives the ServerHello, 
			it must check to see if the server supports the ""renegotiation_info"" extension.   Assuming that secure renegotiation is supported per RFC 5746, 
			then for TLS renegotiation, the client can send the ""renegotiation_info"" extension.  If the server does not respond in accordance with RFC 5746, 
			the client MUST abort the renegotiation handshake.  Similarly, if a client does not respond in accordance with RFC 5746, then the server MUST abort 
			the renegotiation handshake.
		</p>,<p>
			For backward compatibility, a compliant client will be configurable for either allowing insecure renegotiation or aborting an attempt to renegotiate.  
			However, because some TLS servers do not support renegotiation at all there will be a transition period where problems will be encountered.
			From a server side, if the server does not receive the ""renegotiation_info"" extension or the SCSV, then RFC 5746 specifies that the 
			“secure_renegotiation” flag be set to FALSE.   Thereafter, if a ClientHello for renegotiation contains an empty  “renegotiation_info"" extension 
			or the SCSV, then the server MUST abort the handshake.
		</p>,<p>
			<strong>Product Information</strong>
		</p>,<p>
			<strong>Further Steps to Take for Secure TLS/SSL Communication</strong>
		</p>,<p>
			Finally, in addition to the fixes described above for the TLS Renego MITM attack, DigiCert recommends that server administrators disable SSL version 2 
			and disallow the use of weak cipher suites.  SSL version 2 provides no protection for the session negotiation handshake at the beginning of, nor at the
			end of the connection.  This means that a MITM attack can happen at any point during the communication (e.g. the MITM simply creates a false termination 
			message, splices into the SSL session, and deceives the parties into thinking their communication is still secure).   Allowing weak ciphers also 
			creates a problem.  A weak cipher is one with less than 128 bits of encryption (i.e. a string of 1 and 0s shorter than 128).   For example, the international 
			versions of IE 3 and Netscape used to provide only 40 bits of encryption.  Today, the minimum standard of 128 bits offers 88 additional bits of key length, 
			which means that there are 2^88 more possible combinations one would have to try in order to crack strong encryption.  Because support for SSL 2.0 and weak
			40-bit and 56-bit ciphers has been removed completely from several current browsers, such server configurations should no longer be necessary.
		</p>,<p><a href=""https://www.digicert.com/newsroom.htm"">Return to Main News Page</a></p>",<h2>Protect your server against TLS renegotiation and man-in-the-middle vulnerabilities.</h2>
"<meta name=""DESCRIPTION"" content=""DigiCert and Dyn have jointly agreed, effective immediately, that DigiCert will manage Dyn's SSL certificate issuance process for its customers."">",<h1>DigiCert Recognized for Revenue Growth and Workplace Excellence</h1>,https://www.digicert.com/news/2011-10-24-digicert-awards.htm,<title>Press Release: DigiCert Inc Recognized for Workplace Excellence</title>,"<p>			
			LINDON, UT (October 25, 2011) — DigiCert, Inc., a leading provider of SSL certificates and authentication and encryption services, 
			today announced it has received the Deloitte Technology Fast 500 award, the Utah 100 award, and the Alfred P. Sloan Award for Business 
			Excellence in Workplace Flexibility award. Earlier this year, DigiCert received an Inc 500|5000 ranking, a Utah Best of State award, and
			a UV50 Fastest-Growing Companies award.
		</p>,<p>
			Deloitte has ranked DigiCert no. 89 on their annual list of the 500 fastest growing technology, media, telecommunications, life sciences,
			and clean technology companies in North America. DigiCert grew 1,132 percent during the four-year time period considered. DigiCert attributes 
			much of that growth to combining a quality product with absolute focus on the voice of the customer. 
		</p>,<p>		
			“My company was looking for a rock-solid Certificate Authority and we found one in DigiCert,” says Mike Francis, President of Central Point
			Graphics Co., Inc. “It is rare, indeed, to find a company that is not only proficient at what they do but also cares about their customers. 
			All in all, anyone or any company that deals with DigiCert can expect to be treated with expert care – secure in the knowledge that the job 
			of acquiring an SSL certificate will be done right and in an expeditious fashion.”
		</p>,<p>	
			Mountain West Capital Network recently announced that DigiCert ranked no. 17 amongst their list of the 100 fastest growing companies in Utah,
			an annual award list aimed at highlighting businesses that demonstrate resiliency and economic prowess in Utah.
		</p>,<p>		
			The Sloan awards recognize employers that use exemplary workplace practices to increase business and employee success. DigiCert is a recipient 
			of this award for the Salt Lake City, UT region, which is part of the national When Work Works project that recognizes employers across the country.
		</p>,<p>		
			“We are pleased that DigiCert is being recognized for revenue growth and workplace excellence,” says DigiCert CEO, Ken Bretschneider. 
			“We believe our business success is and will continue to be a function of product quality, fierce commitment to the customer experience, 
			and excellent employees. DigiCert has been privileged to receive several awards this year and we are honored to receive these additional
			acknowledgements for our efforts.”
		</p>,<p>		
			Based in Lindon, UT, DigiCert is the third largest provider of high-assurance SSL certificates in the world and provides authentication 
			and encryption services to thousands of clients across the globe. Enterprise organizations that need tools to manage high volumes of 
			certificates use DigiCert’s Managed PKI system to administer certificates throughout their environment.
		</p>,<p><a href=""https://www.digicert.com/news/pr.htm"">Return to PR Archive</a></p>,<p><a href=""https://www.digicert.com/newsroom.htm"">Return to Main News Page</a></p>","<h2>DigiCert, Inc. receives prestigious Deloitte Technology Fast 500 award, Utah 100 award, and Alfred P. Sloan Award for Business Excellence in Workplace Flexibility.</h2>"
"<meta name=""DESCRIPTION"" content=""News In Regard to the Recent Finding of Fraudulent Certificates Being Obtained From an Unrelated Company Based Out Of Malaysia With a Very Similar Name."">",<h1>DigiCert Inc. &amp; Customers Unaffected by Recent Issues</h1>,https://www.digicert.com/news/2011-11-1-breaches-and-similar-names.htm,"<title>DigiCert Inc Of No Relation to Digicert Sdn Bhd, a Malaysian Company</title>","<p>			
			LINDON, UT (November 1, 2011) —  
			The latest SSL news is centered around 512-bit certificates and individuals who were able to exploit those
			certificates, issued by a Malaysian-based Certification Authority, presumably by reverse engineering the insecure 512-bit keys.
			To resolve the problem,
			that Certificate Authority's own roots will be revoked on or before Tuesday, November 8th.
		</p>,<p>
			DigiCert is happy to say that we have not been impacted by this issue; at the same time,
			we feel the need to clarify the issue due to a similarity between our company 
			name and the name of the impacted certification authority, Malaysian-based CA, ""Digicert Sdn Bhd.""
		</p>,<p>
			<b>We (DigiCert, Inc.) are not affiliated in any way with Digicert Sdn Bhd, and our customers have not been and will not be affected by this issue.</b>
		</p>,<p>
			To reiterate, we have never, at any time, had any kind of relationship with the Malaysian company with a similar name.
		</p>,<p>			
			DigiCert, Inc. is a leading provider of SSL certificates and authentication and encryption services
			based out of Lindon, Utah USA. 
		</p>,<p>
			We appreciate the patience shown by our customers and others with regards to the unfortunate similarity of company names.
			We reaffirm our commitment to the security and integrity of our certificates, systems, customers, and brand.
		</p>,<p style=""margin-left:30px;"">
			<b>Update:</b>We would like to publicly thank those who responsibly covered the news of recent issues at DigiNotar and DigiCert Sdn Bhd, including efforts by Microsoft, Mozilla, 
			<a href=""http://blog.techstacks.com/2011/08/digicert-is-not-diginotar.html"">Techstacks</a>, and others to ensure our good name didn't get dragged through the mud.
		</p>,<p><a href=""https://www.digicert.com/news/pr.htm"">Return to PR Archive</a></p>,<p><a href=""https://www.digicert.com/newsroom.htm"">Return to Main News Page</a></p>","<h2>DigiCert, Inc. Of No Relation to Recent ""Digi"" Insecure Certificates</h2>"
"<meta name=""DESCRIPTION"" content=""DigiCert, Inc. has been recognized as one of the 2011 Best Companies to Work For by Utah Business magazine"">",<h1>DigiCert Named One of Utah’s Best Companies to Work For</h1>,https://www.digicert.com/news/2011-12-22-utah-best-companies.htm,<title>Utah's Best Companies to Work For</title>,"<p>			
			LINDON, UT (December 22, 2011) — DigiCert, Inc., an online security provider for many of the most recognized brands and web sites in the world, has been named as one of Utah’s 
			Best Companies to Work For by Utah Business magazine. This marks the ninth award that DigiCert has received in 2011.
		</p>,<p>
			Companies that participate in the Best Companies to Work For program undergo a rigorous examination of several workplace areas, including corporate culture, benefits and pay, 
			fairness and opportunities, internal communication, and employee pride.
		</p>,<p>
			“DigiCert is once again honored to receive an award that shines light on our workplace practices,” says Ken Bretschneider, CEO of DigiCert. “We believe a great part of our business 
			success can be attributed to our excellent employees and flexible work environment. Creating a company that our employees are excited to work for is a foundational principal at
			DigiCert. It has always served our customers and our company well and we will continue to make it a large part of our mission and focus.”
		</p>,<p>
			DigiCert is based in Lindon, UT and is now the third largest provider of high-assurance SSL certificates in the world. In addition to providing authentication and encryption 
			services to thousands of clients across the globe, DigiCert also powers ClickID®, the trust seal program that helps organizations build customer trust through identity verification.
		</p>,<p><a href=""https://www.digicert.com/news/pr.htm"">Return to PR Archive</a></p>,<p><a href=""https://www.digicert.com/newsroom.htm"">Return to Main News Page</a></p>",<h2>DigiCert recognized by Utah Business magazine as one of the best companies to work for in Utah.</h2>
"<meta name=""DESCRIPTION"" content=""Compatible with Microsoft, new certificates broaden company’s recognized “best in class” SSL certificates to kernel-mode software programmers and engineers"">",<h1>DigiCert Launches Kernel-Mode Code Signing Digital Certificates</h1>,https://www.digicert.com/news/2012-02-28-kernel-mode-code-signing.htm,<title>Certificates Broaden Offering to Kernel-mode Programmers &amp; Engineers</title>,"<p style=""text-align: center; width: 600px; margin: auto; padding-bottom: 10px; font-size: 14px;"">
			Compatible with Microsoft, new certificates broaden company’s recognized “best in class” SSL certificates to kernel-mode software programmers and engineers.
		</p>,<p>
			Lindon, Utah - February 28, 2012 - Today, DigiCert, Inc., an online security provider for many of the most recognized brands and websites in the world, announced that its code signing high-assurance digital certificates are now compatible with Microsoft kernel-mode software. With this extension to its growing product suite, DigiCert becomes one of just a handful of global Certificate Authorities (CA) to offer this service. Microsoft requires developers to digitally sign kernel-mode software for its Windows Vista, Windows 7 and Windows 8 operating systems prior to installation.
		</p>,<p>
			“DigiCert continues to broaden its product offerings in response to consumer demand for code signing certificates that are compatible with various operating systems,” said DigiCert Chief Operations Officer Nicholas Hales. “We recognize that today’s network engineers and software developers face increasing responsibilities and security concerns; as with all of our products and services, DigiCert’s kernel-mode certificates are available at competitive rates backed by value-added features and unmatched customer support to increase the efficiency and productivity of the IT department.”
		</p>,<p>
			Kernel-mode certificates allow users to digitally sign software and device drivers, which in turn proves identity to users and protects software from being modified after creation. Failing to digitally sign kernel-mode software with a certificate from a reliable third-party leads to a warning in Windows that prevents users from installing any code. DigiCert kernel-mode code signing certificates support Silverlight 4 and work with ActiveX controls, plug-ins and other executables, and they include an optional timestamp to show when the code was signed.
		</p>,<p>
			The world’s third-largest issuer of high-assurance digital certificates, DigiCert continues to expand market share through a company focus on enhanced customer value—recently recognized with Frost &amp; Sullivan’s “Best in Class” award—and unmatched support. With the company’s kernel-mode signing, customers get the same quick installation and customer support they have come to expect from a knowledgeable team that is available 24/7 via phone or chat.
		</p>,<p>
			Jeff Chandler<br>
			DigiCert, Inc.<br>
			P: 801.701.9653<br>
			E: <a href=""mailto:jeff.chandler@digicert.com"">jeff.chandler@digicert.com</a>
		</p>,<p><a href=""https://www.digicert.com/news/pr.htm"">Return to PR Archive</a></p>,<p><a href=""https://www.digicert.com/newsroom.htm"">Return to Main News Page</a></p>",<h2>New certificate expands DigiCert's best-in-class offerings</h2>
"<meta name=""DESCRIPTION"" content=""Leading expert on Managed Public Key Infrastructure customization will discuss how tool can help establish trust in the Internet as a platform for medical data sharing"">",<h1>Scott Rea Addresses Online Security for Healthcare - HIMSS 2012</h1>,https://www.digicert.com/news/2012-02-23-online-security-for-healthcare.htm,<title>Expert on MPKI Customization to Discuss Trust in Medical Data Sharing</title>,"<p style=""text-align: center; width: 600px; margin: auto; padding-bottom: 10px; font-size: 14px;"">
			Leading expert on Managed Public Key Infrastructure customization will discuss how tool can help establish trust in the Internet as a platform for medical data sharing
		</p>,<p>
			Lindon, Utah - February 23, 2012 - Data breaches at healthcare organizations surged 32 percent according to a Dec. 2011 study released by the Ponemon Institute and sponsored by ID Experts, and tools that enhance trust in web platforms are at a premium. Scott Rea, VP of Education/Government Relations and Sr. PKI Architect at <a href=""https://www.digicert.com/"">DigiCert, Inc.</a>, an online security provider for many of the most recognized brands and websites in the world, will discuss enterprise security solutions Feb. 23 at the HIMSS 2012 Conference in Las Vegas. Rea’s remarks come on the heels of reports from the same Ponemon study that data breaches cost U.S. healthcare organizations $6 billion a year. Managed Public Key Infrastructure (MPKI) systems enable trust and give control to network administrators who are especially concerned with devices brought into the workplace by employees and third-parties.
		</p>,<p>
			“Notable organizations, particularly in medium- to large-sized enterprises, are increasingly looking to exercise greater control over the inbound and outbound messages on their servers as well as management of mobile devices connected to the network,” said Rea. “With MPKI, IT administrators can protect multiple servers and domains, authenticating online exchanges through one certificate from a trusted Certificate Authority like DigiCert.”
		</p>,<p>
			A seasoned implementer of Managed PKI systems, Rea is an active member of several PKI-related forums including the Federal PKI Policy Authority Certificate Policy Working Group, the Research and Education Bridge Certification Authority, the Four Bridges Forum, and the International Grid Trust Federation. In his role at DigiCert, he works with many clients, particularly in the higher education, medical and government arenas, to set up customized MPKI solutions. Joining Rea in the eCollaboration forum will be Jonathan Hare from Resilient Network Systems, Brian Ahier from Mid-Columbia Medical Center and Dr. David Kibbe from The Kibbe Group.
		</p>,<p>
			DigiCert powers <a href=""http://www.clickid.com/"">ClickID</a><sup>®</sup> the new trust seal program that authenticates organizations and verifies their identities to build trust with customers.
		</p>,<p>
			Jeff Chandler<br>
			DigiCert, Inc.<br>
			P: 801.701.9653<br>
			E: <a href=""mailto:jeff.chandler@digicert.com"">jeff.chandler@digicert.com</a>
		</p>,<p><a href=""https://www.digicert.com/news/pr.htm"">Return to PR Archive</a></p>,<p><a href=""https://www.digicert.com/newsroom.htm"">Return to Main News Page</a></p>",<h2>Increasing Enterprise Security Solutions for Healthcare</h2>
